order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
ORD-062600,CUST-06065,2023-11-08,PROD-0353,4,1281.87,5127.48,Completed,2023-11-08
ORD-062601,CUST-08748,2023-06-26,PROD-0151,1,910.20,910.20,Completed,2023-06-27
ORD-062602,CUST-09393,2023-07-08,PROD-0419,8,237.42,1899.36,Pending,2023-07-10
ORD-062603,CUST-08830,2024-01-05,PROD-0338,5,515.65,2578.25,Completed,2024-01-08
ORD-062604,CUST-05287,2023-09-11,PROD-0052,2,413.80,827.60,Pending,2023-09-14
ORD-062605,CUST-01529,2023-08-11,PROD-0080,7,566.47,3965.29,Pending,2023-08-11
ORD-062606,CUST-03344,2024-05-08,PROD-0400,3,685.66,2056.98,Completed,2024-05-08
ORD-062607,CUST-01074,2024-06-01,PROD-0428,8,1084.47,8675.76,Completed,2024-06-02
ORD-062608,CUST-08367,2025-02-28,PROD-0214,3,1474.81,4424.43,Completed,2025-02-28
ORD-062609,CUST-05950,2023-06-18,PROD-0324,1,1319.49,1319.49,Completed,2023-06-19
ORD-062610,CUST-09089,2024-08-16,PROD-0082,6,961.21,5767.26,Completed,2024-08-18
ORD-062611,CUST-09801,2024-04-26,PROD-0254,5,1450.07,7250.35,Completed,2024-04-26
ORD-062612,CUST-06317,2024-06-15,PROD-0058,6,815.03,4890.18,Pending,2024-06-15
ORD-062613,CUST-08076,2023-07-24,PROD-0421,6,936.30,5617.80,Cancelled,2023-07-27
ORD-062614,CUST-05296,2025-10-12,PROD-0185,2,226.02,452.04,Pending,2025-10-13
ORD-062615,CUST-02735,2024-08-09,PROD-0203,7,1480.43,10363.01,Completed,2024-08-12
ORD-062616,CUST-03336,2023-01-22,PROD-0025,7,8.72,61.04,Completed,2023-01-25
ORD-062617,CUST-00109,2025-05-30,PROD-0197,4,469.50,1878.00,Completed,2025-05-30
ORD-062618,CUST-06310,2023-09-03,PROD-0097,7,630.11,4410.77,Completed,2023-09-04
ORD-062619,CUST-08541,2024-07-02,PROD-0022,2,1398.41,2796.82,Completed,2024-07-03
ORD-062620,CUST-03618,2025-02-11,PROD-0297,6,443.73,2662.38,Completed,2025-02-13
ORD-062621,CUST-06489,2024-12-15,PROD-0315,2,665.94,1331.88,Completed,2024-12-18
ORD-062622,CUST-08123,2025-05-12,PROD-0045,7,793.24,5552.68,Cancelled,2025-05-12
ORD-062623,CUST-07919,2023-05-17,PROD-0471,3,162.85,488.55,Completed,2023-05-17
ORD-062624,CUST-01839,2025-04-18,PROD-0376,5,1346.20,6731.00,Cancelled,2025-04-19
ORD-062625,CUST-08418,2024-10-18,PROD-0120,1,390.24,390.24,Completed,2024-10-18
ORD-062626,CUST-04277,2024-11-15,PROD-0154,1,535.45,535.45,Completed,2024-11-18
ORD-062627,CUST-01584,2024-06-24,PROD-0411,6,1143.11,6858.66,Completed,2024-06-26
ORD-062628,CUST-09219,2024-06-03,PROD-0114,6,289.14,1734.84,Completed,2024-06-04
ORD-062629,CUST-08570,2023-09-14,PROD-0161,1,1404.46,1404.46,Completed,2023-09-15
ORD-062630,CUST-03480,2025-10-03,PROD-0465,4,119.49,477.96,Completed,2025-10-05
ORD-062631,CUST-01152,2025-08-10,PROD-0163,8,615.67,4925.36,Cancelled,2025-08-10
ORD-062632,CUST-04201,2023-09-05,PROD-0464,2,1042.38,2084.76,Completed,2023-09-07
ORD-062633,CUST-06046,2024-04-01,PROD-0435,2,303.73,607.46,Completed,2024-04-04
ORD-062634,CUST-08007,2025-07-14,PROD-0271,7,371.73,2602.11,Pending,2025-07-17
ORD-062635,CUST-04386,2025-11-09,PROD-0463,6,918.03,5508.18,Completed,2025-11-12
ORD-062636,CUST-05188,2023-07-30,PROD-0215,6,1235.75,7414.50,Completed,2023-07-31
ORD-062637,CUST-03924,2024-10-04,PROD-0125,2,1397.46,2794.92,Completed,2024-10-06
ORD-062638,CUST-05513,2023-03-26,PROD-0274,1,222.79,222.79,Completed,2023-03-27
ORD-062639,CUST-08930,2023-07-06,PROD-0086,8,708.37,5666.96,Completed,2023-07-07
ORD-062640,CUST-08983,2023-10-17,PROD-0053,8,298.10,2384.80,Completed,2023-10-17
ORD-062641,CUST-01427,2023-08-15,PROD-0061,1,1079.98,1079.98,Completed,2023-08-18
ORD-062642,CUST-01762,2025-03-09,PROD-0363,4,135.52,542.08,Completed,2025-03-11
ORD-062643,CUST-00755,2025-09-10,PROD-0124,3,524.14,1572.42,Completed,2025-09-12
ORD-062644,CUST-02451,2025-04-27,PROD-0168,2,1152.87,2305.74,Returned,2025-04-27
ORD-062645,CUST-04712,2023-06-11,PROD-0399,2,1277.20,2554.40,Completed,2023-06-14
ORD-062646,CUST-04780,2025-06-09,PROD-0121,1,794.90,794.90,Completed,2025-06-12
ORD-062647,CUST-09984,2024-10-15,PROD-0074,8,999.66,7997.28,Completed,2024-10-15
ORD-062648,CUST-05658,2024-04-14,PROD-0373,7,824.80,5773.60,Completed,2024-04-14
ORD-062649,CUST-07485,2025-10-11,PROD-0496,5,1057.85,5289.25,Completed,2025-10-14
ORD-062650,CUST-00380,2024-11-07,PROD-0498,4,1077.45,4309.80,Completed,2024-11-09
ORD-062651,CUST-09802,2024-08-21,PROD-0347,8,907.95,7263.60,Returned,2024-08-24
ORD-062652,CUST-07411,2024-07-05,PROD-0392,2,532.99,1065.98,Cancelled,2024-07-08
ORD-062653,CUST-00943,2023-08-19,PROD-0486,2,1019.45,2038.90,Pending,2023-08-19
ORD-062654,CUST-05855,2023-03-26,PROD-0150,8,510.35,4082.80,Completed,2023-03-29
ORD-062655,CUST-02091,2024-09-19,PROD-0470,1,942.99,942.99,Completed,2024-09-21
ORD-062656,CUST-02885,2023-07-06,PROD-0413,1,1005.56,1005.56,Completed,2023-07-09
ORD-062657,CUST-07832,2024-10-24,PROD-0224,8,737.01,5896.08,Completed,2024-10-27
ORD-062658,CUST-09340,2023-12-27,PROD-0442,7,175.29,1227.03,Completed,2023-12-28
ORD-062659,CUST-00074,2023-06-07,PROD-0225,6,1408.08,8448.48,Completed,2023-06-08
ORD-062660,CUST-08212,2024-04-03,PROD-0046,2,408.56,817.12,Completed,2024-04-05
ORD-062661,CUST-03020,2024-11-12,PROD-0403,2,1047.42,2094.84,Cancelled,2024-11-15
ORD-062662,CUST-08738,2024-08-10,PROD-0069,3,1477.16,4431.48,Completed,2024-08-12
ORD-062663,CUST-00825,2024-09-10,PROD-0475,2,935.23,1870.46,Cancelled,2024-09-13
ORD-062664,CUST-05673,2023-05-30,PROD-0039,8,1152.42,9219.36,Returned,2023-05-30
ORD-062665,CUST-09004,2025-09-15,PROD-0465,4,119.49,477.96,Completed,2025-09-17
ORD-062666,CUST-07341,2025-08-11,PROD-0412,3,904.50,2713.50,Completed,2025-08-12
ORD-062667,CUST-02966,2025-11-24,PROD-0086,8,708.37,5666.96,Cancelled,2025-11-26
ORD-062668,CUST-09216,2024-12-10,PROD-0115,1,1159.17,1159.17,Pending,2024-12-10
ORD-062669,CUST-06502,2025-08-27,PROD-0095,3,893.13,2679.39,Completed,2025-08-27
ORD-062670,CUST-04655,2023-11-19,PROD-0241,8,376.08,3008.64,Completed,2023-11-20
ORD-062671,CUST-09376,2023-05-14,PROD-0285,4,582.09,2328.36,Completed,2023-05-16
ORD-062672,CUST-08877,2024-09-20,PROD-0321,7,1315.57,9208.99,Returned,2024-09-20
ORD-062673,CUST-07574,2023-05-20,PROD-0243,4,438.45,1753.80,Completed,2023-05-22
ORD-062674,CUST-07342,2023-10-13,PROD-0116,3,321.16,963.48,Completed,2023-10-16
ORD-062675,CUST-03848,2024-12-22,PROD-0239,7,1083.94,7587.58,Cancelled,2024-12-22
ORD-062676,CUST-04665,2025-12-31,PROD-0226,6,793.82,4762.92,Cancelled,2026-01-02
ORD-062677,CUST-06844,2023-07-13,PROD-0047,3,63.64,190.92,Completed,2023-07-14
ORD-062678,CUST-00973,2023-06-29,PROD-0071,2,178.65,357.30,Completed,2023-07-01
ORD-062679,CUST-01066,2025-09-03,PROD-0403,6,1047.42,6284.52,Completed,2025-09-04
ORD-062680,CUST-06459,2024-11-12,PROD-0020,8,994.17,7953.36,Returned,2024-11-14
ORD-062681,CUST-07393,2024-05-24,PROD-0421,7,936.30,6554.10,Completed,2024-05-24
ORD-062682,CUST-08827,2025-01-06,PROD-0370,7,1384.88,9694.16,Completed,2025-01-09
ORD-062683,CUST-05733,2025-01-14,PROD-0337,8,461.06,3688.48,Completed,2025-01-14
ORD-062684,CUST-04858,2025-01-08,PROD-0172,1,1346.59,1346.59,Completed,2025-01-09
ORD-062685,,2025-08-21,PROD-0168,3,1152.87,3458.61,Pending,2025-08-21
ORD-062686,CUST-03869,2023-05-15,PROD-0293,5,273.46,1367.30,Completed,2023-05-16
ORD-062687,CUST-07936,2024-04-29,PROD-0263,3,679.66,2038.98,Completed,2024-05-01
ORD-062688,CUST-06444,2023-02-11,PROD-0088,2,950.89,1901.78,Pending,2023-02-14
ORD-062689,CUST-03126,2024-10-31,PROD-0331,1,459.90,459.90,Cancelled,2024-10-31
ORD-062690,CUST-07716,2024-07-20,PROD-0253,5,532.95,2664.75,Completed,2024-07-22
ORD-062691,CUST-09999,2023-01-21,PROD-0327,4,1468.94,5875.76,Completed,2023-01-22
ORD-062692,CUST-06812,2023-04-25,PROD-0495,8,887.40,7099.20,Completed,2023-04-27
ORD-062693,CUST-06575,2023-08-19,PROD-0370,1,1384.88,1384.88,Completed,2023-08-20
ORD-062694,CUST-00835,2023-10-09,PROD-0249,5,1430.22,7151.10,Completed,2023-10-09
ORD-062695,CUST-05050,2024-05-13,PROD-0451,5,260.33,1301.65,Pending,2024-05-13
ORD-062696,CUST-05229,2023-06-24,PROD-0247,7,957.64,6703.48,Pending,2023-06-24
ORD-062697,CUST-00201,2025-12-23,PROD-0313,8,1111.75,8894.00,Completed,2025-12-25
ORD-062698,CUST-05716,2023-07-19,PROD-0102,6,342.27,2053.62,Completed,2023-07-19
ORD-062699,CUST-08903,2023-12-26,PROD-0497,2,1302.99,2605.98,Completed,2023-12-27
ORD-062700,CUST-09941,2024-08-14,PROD-0347,5,907.95,4539.75,Completed,2024-08-16
ORD-062701,CUST-05957,2025-09-18,PROD-0412,8,904.50,7236.00,Pending,2025-09-21
ORD-062702,CUST-03964,2023-11-01,PROD-0246,7,664.49,4651.43,Completed,2023-11-01
ORD-062703,CUST-00488,2024-09-15,PROD-0071,5,178.65,893.25,Completed,2024-09-15
ORD-062704,CUST-07309,2024-06-03,PROD-0449,2,933.94,1867.88,Completed,2024-06-03
ORD-062705,CUST-00797,2024-02-04,PROD-0449,7,933.94,6537.58,Returned,2024-02-04
ORD-062706,CUST-05009,2023-08-30,PROD-0230,3,944.70,2834.10,Completed,2023-09-01
ORD-062707,CUST-05689,2024-09-09,PROD-0367,6,172.34,1034.04,Pending,2024-09-09
ORD-062708,CUST-07982,2025-12-29,PROD-0172,6,1346.59,8079.54,Cancelled,2025-12-29
ORD-062709,CUST-09352,2023-06-21,PROD-0325,4,754.38,3017.52,Completed,2023-06-23
ORD-062710,CUST-03352,2025-03-28,PROD-0291,3,1325.68,3977.04,Cancelled,2025-03-30
ORD-062711,CUST-05564,2023-09-01,PROD-0234,5,953.36,4766.80,Completed,2023-09-03
ORD-062712,CUST-08943,2024-03-22,PROD-0148,4,947.48,3789.92,Completed,2024-03-25
ORD-062713,CUST-03329,2025-12-27,PROD-0193,5,644.67,3223.35,Completed,2025-12-27
ORD-062714,CUST-05928,2023-03-08,PROD-0070,4,419.17,1676.68,Completed,2023-03-08
ORD-062715,CUST-00453,2025-08-28,PROD-0449,7,933.94,6537.58,Cancelled,2025-08-30
ORD-062716,CUST-02883,2023-05-15,PROD-0114,4,289.14,1156.56,Completed,2023-05-17
ORD-062717,CUST-03622,2025-09-27,PROD-0020,7,994.17,6959.19,Completed,2025-09-27
ORD-062718,CUST-00840,2023-09-14,PROD-0476,3,827.79,2483.37,Completed,2023-09-17
ORD-062719,CUST-09878,2024-08-04,PROD-0352,1,191.43,191.43,Completed,2024-08-04
ORD-062720,CUST-02077,2025-11-28,PROD-0255,3,677.32,2031.96,Completed,2025-12-01
ORD-062721,CUST-03513,2023-09-08,PROD-0081,5,196.71,983.55,Cancelled,2023-09-08
ORD-062722,CUST-02307,2025-09-02,PROD-0293,7,273.46,1914.22,Completed,2025-09-02
ORD-062723,CUST-00229,2025-10-23,PROD-0464,2,1042.38,2084.76,Completed,2025-10-23
ORD-062724,CUST-00164,2025-08-30,PROD-0479,4,934.97,3739.88,Completed,2025-09-01
ORD-062725,CUST-03026,2023-06-08,PROD-0343,6,558.64,3351.84,Completed,2023-06-09
ORD-062726,CUST-02333,2024-12-08,PROD-0198,2,583.19,1166.38,Completed,2024-12-08
ORD-062727,CUST-04201,2025-09-09,PROD-0008,1,589.53,589.53,Cancelled,2025-09-09
ORD-062728,CUST-02980,2024-10-02,PROD-0438,6,1018.83,6112.98,Completed,2024-10-02
ORD-062729,CUST-01999,2023-12-11,PROD-0285,8,582.09,4656.72,Completed,2023-12-13
ORD-062730,CUST-06292,2025-08-31,PROD-0455,8,1196.10,9568.80,Completed,2025-09-01
ORD-062731,CUST-05698,2023-02-06,PROD-0364,1,1158.91,1158.91,Completed,2023-02-09
ORD-062732,CUST-00234,2024-10-18,PROD-0050,4,718.81,2875.24,Completed,2024-10-21
ORD-062733,CUST-01271,2023-06-29,PROD-0180,5,1142.60,5713.00,Completed,2023-06-30
ORD-062734,CUST-07197,2023-08-03,PROD-0134,7,378.51,2649.57,Cancelled,2023-08-05
ORD-062735,CUST-09547,2024-04-03,PROD-0346,4,566.26,2265.04,Completed,2024-04-03
ORD-062736,CUST-00403,2024-01-13,PROD-0321,4,1315.57,5262.28,Completed,2024-01-15
ORD-062737,CUST-09694,2023-06-28,PROD-0212,7,400.42,2802.94,Completed,2023-06-28
ORD-062738,CUST-06554,2023-09-01,PROD-0490,3,864.45,2593.35,Completed,2023-09-01
ORD-062739,CUST-05156,2023-05-28,PROD-0416,4,957.26,3829.04,Cancelled,2023-05-30
ORD-062740,CUST-09025,2023-06-17,PROD-0027,6,491.71,2950.26,Completed,2023-06-19
ORD-062741,CUST-02720,2024-12-02,PROD-0398,7,1188.21,8317.47,Completed,2024-12-04
ORD-062742,CUST-06654,2023-09-19,PROD-0229,7,1332.26,9325.82,Completed,2023-09-21
ORD-062743,CUST-08979,2025-12-11,PROD-0073,2,46.09,92.18,Completed,2025-12-14
ORD-062744,CUST-06039,2024-07-15,PROD-0463,7,918.03,6426.21,Completed,2024-07-17
ORD-062745,CUST-02775,2023-06-04,PROD-0437,5,109.12,545.60,Completed,2023-06-05
ORD-062746,CUST-01450,2024-02-19,PROD-0292,4,684.53,2738.12,Returned,2024-02-22
ORD-062747,CUST-08034,2023-02-02,PROD-0372,4,631.82,2527.28,Completed,2023-02-03
ORD-062748,CUST-09269,2023-07-12,PROD-0072,4,1306.07,5224.28,Completed,2023-07-13
ORD-062749,CUST-00305,2024-05-11,PROD-0131,6,235.36,1412.16,Completed,2024-05-11
ORD-062750,CUST-04761,2025-09-13,PROD-0307,7,1281.13,8967.91,Completed,2025-09-14
ORD-062751,CUST-06539,2023-03-25,PROD-0314,2,91.73,183.46,Pending,2023-03-27
ORD-062752,CUST-06032,2023-12-29,PROD-0179,7,858.10,6006.70,Pending,2023-12-31
ORD-062753,CUST-02766,2025-11-16,PROD-0490,5,864.45,4322.25,Completed,2025-11-18
ORD-062754,CUST-06966,2024-05-16,PROD-0204,2,195.67,391.34,Completed,2024-05-17
ORD-062755,CUST-01408,2024-04-16,PROD-0077,7,908.48,6359.36,Completed,2024-04-16
ORD-062756,CUST-09759,2023-07-01,PROD-0095,3,893.13,2679.39,Completed,2023-07-01
ORD-062757,CUST-06938,2024-05-10,PROD-0172,2,1346.59,2693.18,Completed,2024-05-13
ORD-062758,CUST-01633,2023-12-16,PROD-0051,8,287.13,2297.04,Completed,2023-12-16
ORD-062759,CUST-02897,2024-04-10,PROD-0080,8,566.47,4531.76,Completed,2024-04-13
ORD-062760,CUST-03259,2024-06-08,PROD-0139,6,294.63,1767.78,Completed,2024-06-11
ORD-062761,CUST-03958,2023-10-06,PROD-0191,7,1073.28,7512.96,Completed,2023-10-07
ORD-062762,CUST-00342,2024-09-11,PROD-0087,4,1100.77,4403.08,Completed,2024-09-12
ORD-062763,CUST-05929,2025-05-16,PROD-0411,8,1143.11,9144.88,Completed,2025-05-18
ORD-062764,CUST-07799,2025-03-19,PROD-0397,1,1268.06,1268.06,Completed,2025-03-19
ORD-062765,CUST-00426,2024-11-07,PROD-0492,1,656.56,656.56,Returned,2024-11-10
ORD-062766,CUST-03269,2023-06-28,PROD-0049,8,876.30,7010.40,Completed,2023-06-28
ORD-062767,CUST-06626,2024-01-07,PROD-0030,7,963.87,6747.09,Cancelled,2024-01-08
ORD-062768,CUST-07739,2024-06-18,PROD-0465,6,119.49,716.94,Completed,2024-06-19
ORD-062769,CUST-04732,2023-08-17,PROD-0002,7,1079.35,7555.45,Completed,2023-08-19
ORD-062770,CUST-03720,2024-09-17,PROD-0112,2,516.57,1033.14,Cancelled,2024-09-19
ORD-062771,CUST-01146,2023-10-03,PROD-0138,4,208.80,835.20,Cancelled,2023-10-06
ORD-062772,CUST-00636,2025-02-11,PROD-0346,5,566.26,2831.30,Completed,2025-02-12
ORD-062773,CUST-05909,2025-02-12,PROD-0250,1,684.16,684.16,Pending,2025-02-15
ORD-062774,CUST-06513,2024-10-17,PROD-0313,6,1111.75,6670.50,Cancelled,2024-10-20
ORD-062775,CUST-08094,2025-08-20,PROD-0016,8,1173.13,9385.04,Completed,2025-08-23
ORD-062776,CUST-00481,2025-09-14,PROD-0455,3,1196.10,3588.30,Cancelled,2025-09-14
ORD-062777,CUST-03256,2025-06-06,PROD-0485,2,180.16,360.32,Cancelled,2025-06-06
ORD-062778,CUST-02775,2025-11-29,PROD-0017,7,991.28,6938.96,Completed,2025-11-30
ORD-062779,CUST-03857,2025-06-19,PROD-0443,7,333.53,2334.71,Completed,2025-06-21
ORD-062780,CUST-02840,2023-01-19,PROD-0183,3,1262.08,3786.24,Completed,2023-01-22
ORD-062781,CUST-03813,2025-01-04,PROD-0071,6,178.65,1071.90,Cancelled,2025-01-06
ORD-062782,CUST-01774,2025-04-21,PROD-0043,8,685.67,5485.36,Completed,2025-04-24
ORD-062783,CUST-00364,2023-01-14,PROD-0390,4,67.15,268.60,Cancelled,2023-01-14
ORD-062784,CUST-05425,2024-06-14,PROD-0155,1,655.30,655.30,Completed,2024-06-14
ORD-062785,CUST-08272,2024-03-03,PROD-0193,8,644.67,5157.36,Completed,2024-03-03
ORD-062786,CUST-04703,2025-12-20,PROD-0028,4,179.81,719.24,Completed,2025-12-21
ORD-062787,CUST-07503,2024-09-11,PROD-0082,8,961.21,7689.68,Completed,2024-09-11
ORD-062788,CUST-05635,2025-09-04,PROD-0397,7,1268.06,8876.42,Completed,2025-09-06
ORD-062789,CUST-03116,2024-09-25,PROD-0330,1,1402.10,1402.10,Completed,2024-09-27
ORD-062790,CUST-06712,2023-10-01,PROD-0072,4,1306.07,5224.28,Completed,2023-10-03
ORD-062791,CUST-06878,2023-11-25,PROD-0054,2,397.78,795.56,Completed,2023-11-25
ORD-062792,CUST-05380,2023-01-20,PROD-0248,6,1157.62,6945.72,Pending,2023-01-20
ORD-062793,CUST-02615,2024-08-05,PROD-0176,2,1470.47,2940.94,Cancelled,2024-08-08
ORD-062794,CUST-04004,2024-02-18,PROD-0056,8,227.92,1823.36,Cancelled,2024-02-19
ORD-062795,CUST-03196,2025-11-15,PROD-0245,5,1257.32,6286.60,Completed,2025-11-16
ORD-062796,CUST-06175,2025-04-14,PROD-0200,2,741.00,1482.00,Completed,2025-04-15
ORD-062797,CUST-05766,2024-06-23,PROD-0064,1,1032.39,1032.39,Completed,2024-06-25
ORD-062798,CUST-03972,2025-09-25,PROD-0282,6,224.61,1347.66,Cancelled,2025-09-28
ORD-062799,CUST-00936,2025-07-05,PROD-0212,6,400.42,2402.52,Completed,2025-07-07
ORD-062800,CUST-03733,2024-03-15,PROD-0240,6,784.46,4706.76,Completed,2024-03-15
ORD-062801,CUST-00255,2023-10-12,PROD-0359,1,483.27,483.27,Returned,2023-10-15
ORD-062802,CUST-06176,2023-11-08,PROD-0340,4,1476.49,5905.96,Completed,2023-11-11
ORD-062803,CUST-09973,2023-11-05,PROD-0059,6,181.62,1089.72,Completed,2023-11-08
ORD-062804,CUST-07422,2024-09-15,PROD-0212,7,400.42,2802.94,Completed,2024-09-15
ORD-062805,CUST-05975,2025-08-17,PROD-0184,4,779.55,3118.20,Cancelled,2025-08-19
ORD-062806,CUST-09792,2024-10-10,PROD-0496,7,1057.85,7404.95,Completed,2024-10-10
ORD-062807,CUST-01826,2025-10-13,PROD-0284,4,145.06,580.24,Completed,2025-10-13
ORD-062808,CUST-04361,2023-04-06,PROD-0170,8,1484.13,11873.04,Pending,2023-04-07
ORD-062809,CUST-02464,2023-12-16,PROD-0353,2,1281.87,2563.74,Completed,2023-12-17
ORD-062810,CUST-03394,2024-06-10,PROD-0167,5,326.42,1632.10,Completed,2024-06-13
ORD-062811,CUST-01175,2025-03-03,PROD-0069,8,1477.16,11817.28,Completed,2025-03-04
ORD-062812,CUST-00240,2024-09-26,PROD-0109,2,632.65,1265.30,Completed,2024-09-26
ORD-062813,CUST-07084,2024-12-30,PROD-0454,5,535.12,2675.60,Completed,2025-01-01
ORD-062814,CUST-03875,2023-04-01,PROD-0081,8,196.71,1573.68,Completed,2023-04-02
ORD-062815,CUST-08347,2025-11-09,PROD-0459,6,700.23,4201.38,Cancelled,2025-11-12
ORD-062816,CUST-06285,2023-09-07,PROD-0236,4,217.11,868.44,Completed,2023-09-10
ORD-062817,CUST-00191,2024-09-28,PROD-0197,4,469.50,1878.00,Cancelled,2024-09-30
ORD-062818,CUST-05371,2025-07-06,PROD-0341,2,1096.71,2193.42,Completed,2025-07-08
ORD-062819,CUST-05166,2024-11-15,PROD-0227,3,419.36,1258.08,Completed,2024-11-17
ORD-062820,CUST-04252,2025-05-01,PROD-0118,2,1047.77,2095.54,Pending,2025-05-03
ORD-062821,CUST-06804,2025-11-29,PROD-0020,1,994.17,994.17,Completed,2025-12-01
ORD-062822,CUST-07367,2023-11-01,PROD-0372,8,631.82,5054.56,Completed,2023-11-04
ORD-062823,CUST-03501,2025-10-02,PROD-0278,4,862.33,3449.32,Completed,2025-10-02
ORD-062824,CUST-09351,2025-11-19,PROD-0473,4,1363.60,5454.40,Pending,2025-11-22
ORD-062825,CUST-08539,2025-11-01,PROD-0158,8,635.16,5081.28,Pending,2025-11-01
ORD-062826,CUST-09892,2025-05-07,PROD-0265,5,927.49,4637.45,Completed,2025-05-08
ORD-062827,CUST-07284,2024-11-09,PROD-0465,7,119.49,836.43,Completed,2024-11-11
ORD-062828,CUST-03027,2023-02-24,PROD-0075,7,173.72,1216.04,Completed,2023-02-25
ORD-062829,CUST-01042,2023-05-06,PROD-0050,4,718.81,2875.24,Completed,2023-05-08
ORD-062830,CUST-07787,2025-01-23,PROD-0456,6,978.12,5868.72,Cancelled,2025-01-24
ORD-062831,CUST-03777,2023-05-27,PROD-0468,4,110.77,443.08,Completed,2023-05-30
ORD-062832,CUST-01402,2023-09-19,PROD-0418,1,551.68,551.68,Completed,2023-09-21
ORD-062833,CUST-01838,2025-10-13,PROD-0232,4,570.84,2283.36,Completed,2025-10-15
ORD-062834,CUST-00184,2025-07-19,PROD-0427,1,864.27,864.27,Returned,2025-07-20
ORD-062835,CUST-07167,2025-02-13,PROD-0190,1,799.77,799.77,Completed,2025-02-16
ORD-062836,CUST-03308,2023-12-06,PROD-0028,1,179.81,179.81,Completed,2023-12-08
ORD-062837,CUST-04025,2024-02-10,PROD-0135,4,769.74,3078.96,Completed,2024-02-11
ORD-062838,CUST-07490,2024-10-08,PROD-0284,4,145.06,580.24,Completed,2024-10-11
ORD-062839,CUST-09957,2024-04-24,PROD-0276,1,1105.22,1105.22,Cancelled,2024-04-26
ORD-062840,CUST-00882,2025-02-09,PROD-0332,4,805.22,3220.88,Completed,2025-02-11
ORD-062841,CUST-06265,2023-07-16,PROD-0272,4,223.56,894.24,Completed,2023-07-19
ORD-062842,CUST-09094,2023-12-25,PROD-0132,6,1421.69,8530.14,Completed,2023-12-27
ORD-062843,CUST-00962,2024-02-11,PROD-0322,8,1390.96,11127.68,Completed,2024-02-12
ORD-062844,CUST-09020,2024-03-04,PROD-0398,8,1188.21,9505.68,Pending,2024-03-05
ORD-062845,CUST-08500,2023-07-30,PROD-0128,2,90.66,181.32,Completed,2023-08-02
ORD-062846,CUST-09658,2024-07-02,PROD-0494,6,832.46,4994.76,Completed,2024-07-04
ORD-062847,CUST-00793,2025-11-01,PROD-0468,8,110.77,886.16,Completed,2025-11-03
ORD-062848,CUST-00465,2025-05-14,PROD-0334,6,674.37,4046.22,Completed,2025-05-15
ORD-062849,CUST-06383,2024-06-21,PROD-0337,7,461.06,3227.42,Completed,2024-06-22
ORD-062850,CUST-08811,2023-07-28,PROD-0469,3,464.96,1394.88,Completed,2023-07-29
ORD-062851,CUST-06987,2024-10-03,PROD-0007,2,98.59,197.18,Completed,2024-10-03
ORD-062852,CUST-03059,2023-10-13,PROD-0050,3,718.81,2156.43,Completed,2023-10-14
ORD-062853,CUST-03732,2025-03-02,PROD-0009,7,783.18,5482.26,Pending,2025-03-02
ORD-062854,CUST-08935,2025-10-26,PROD-0400,1,685.66,685.66,Pending,2025-10-26
ORD-062855,CUST-02455,2023-10-25,PROD-0312,4,755.89,3023.56,Returned,2023-10-28
ORD-062856,CUST-04316,2023-03-20,PROD-0430,1,731.85,731.85,Completed,2023-03-20
ORD-062857,CUST-07418,2025-05-04,PROD-0379,4,1289.13,5156.52,Completed,2025-05-04
ORD-062858,CUST-05624,2024-08-24,PROD-0084,1,1417.48,1417.48,Pending,2024-08-26
ORD-062859,CUST-00822,2024-03-03,PROD-0426,8,1031.38,8251.04,Completed,2024-03-05
ORD-062860,CUST-00554,2023-08-11,PROD-0342,5,1055.88,5279.40,Completed,2023-08-13
ORD-062861,CUST-04087,2024-03-15,PROD-0311,3,638.41,1915.23,Completed,2024-03-18
ORD-062862,CUST-03450,2025-03-05,PROD-0221,6,678.59,4071.54,Completed,2025-03-08
ORD-062863,CUST-06872,2025-06-16,PROD-0375,2,746.37,1492.74,Completed,2025-06-17
ORD-062864,CUST-00422,2023-07-17,PROD-0208,1,38.47,38.47,Cancelled,2023-07-20
ORD-062865,CUST-01485,2025-05-02,PROD-0189,4,91.79,367.16,Pending,2025-05-04
ORD-062866,CUST-00263,2025-03-18,PROD-0450,7,825.47,5778.29,Completed,2025-03-21
ORD-062867,CUST-01188,2023-10-10,PROD-0466,1,587.32,587.32,Completed,2023-10-11
ORD-062868,CUST-07981,2023-10-06,PROD-0013,1,679.73,679.73,Completed,2023-10-06
ORD-062869,CUST-01485,2024-12-25,PROD-0122,3,1313.37,3940.11,Returned,2024-12-28
ORD-062870,CUST-04933,2024-05-17,PROD-0372,3,631.82,1895.46,Completed,2024-05-19
ORD-062871,CUST-02559,2024-02-26,PROD-0377,1,378.38,378.38,Completed,2024-02-28
ORD-062872,CUST-00439,2025-03-06,PROD-0290,6,314.27,1885.62,Completed,2025-03-07
ORD-062873,CUST-00839,2024-01-27,PROD-0072,2,1306.07,2612.14,Cancelled,2024-01-29
ORD-062874,CUST-02951,2023-05-18,PROD-0297,3,443.73,1331.19,Completed,2023-05-21
ORD-062875,CUST-05587,2025-05-02,PROD-0367,7,172.34,1206.38,Completed,2025-05-05
ORD-062876,CUST-07454,2025-01-29,PROD-0353,4,1281.87,5127.48,Completed,2025-01-29
